username,player_id,timestamp,is_closed,is_former
davidhhowell,43575052,1532624319,False,False
davidpeardon,14095690,1385976739,False,False
davidwatling,30939494,1542233680,False,False
davidwrunner2,50798752,1559168256,False,False
dawnchorus21,133424336,1618522756,False,False
dazsaunders,98137606,1618004118,False,False
dchapman196,98843430,1651795912,0,1
deanred16,30490542,1530277102,False,False
deepicex,67699878,1651241380,False,False
defaultanomaly,17894380,1404424226,False,False
defgecd69,104379958,1633174462,False,False
dentoeter,13640760,1607354898,False,False
derbest1,120582306,0,0,1
desert_storm1974,38830996,1659300643,False,False
desertpawnsw,45930474,1653251637,False,False
detectie,94718792,1654202427,False,False
detroitlions1,20823496,1604786669,False,False
detroitrox,20122490,1604697433,False,False
dfgh123,11003274,1380724017,False,False
didlesknowmydad,2413955,1375306660,False,False
digitaylor,15180806,1404855437,False,False
dimosthenisg,24791124,1653503586,False,False
djdave28,8876344,1362663259,False,False
dmitrykorotkih1,88776232,1620732491,False,False
dnrw9,4870045,1558514412,1,0
do_the_dab,67252266,0,0,1
docexadrez,148603001,1648315061,False,False
donnywithad,92716044,1651903225,1,0
doug7653,23443812,1441121653,0,1
dr_john_57,19840180,1467917674,False,False
